Artist,Album,Track,Datetime
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),31 Aug 2019 20:21
MADEINTYO,You Are Forgiven,Uber Everywhere (feat. Travis Scott),31 Aug 2019 20:18
Cousin Stizz,One Night Only,Headlock (feat. Offset),31 Aug 2019 20:14
J. Cole,KOD,Window Pain - Outro,31 Aug 2019 20:10
NAV,RECKLESS,Champion (feat. Travis Scott),31 Aug 2019 20:06
Travis Scott,ASTROWORLD,R.I.P. SCREW,31 Aug 2019 20:03
Young Thug,Beautiful Thugger Girls,Daddy's Birthday,31 Aug 2019 20:00
Travis Scott,Birds In The Trap Sing McKnight,Through the Late Night,31 Aug 2019 19:55
Kodak Black,DYING TO LIVE,ZEZE (feat. Travis Scott & Offset),31 Aug 2019 19:51
Lil Uzi Vert,Luv Is Rage 2,XO TOUR Llif3,31 Aug 2019 19:48
French Montana,No Stylist,No Stylist,31 Aug 2019 19:45
Travis Scott,Rodeo (Expanded Edition),Nightcrawler (feat. Swae Lee & Chief Keef),31 Aug 2019 19:40
Playboi Carti,Die Lit,FlatBed Freestyle,31 Aug 2019 19:36
21 Savage,i am > i was,monster,31 Aug 2019 19:32
Travis Scott,ASTROWORLD,WAKE UP,31 Aug 2019 19:29
Chance the Rapper,Acid Rap,Cocoa Butter Kisses,31 Aug 2019 19:23
Young Thug,So Much Fun,Surf (feat. Gunna),31 Aug 2019 19:20
ScHoolboy Q,CrasH Talk,CrasH,31 Aug 2019 19:18
Travis Scott,Birds In The Trap Sing McKnight,Way Back,31 Aug 2019 19:13
A$AP Rocky,At.Long.Last.A$AP,Everyday,31 Aug 2019 19:09
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Don't Come Out The House (with 21 Savage),31 Aug 2019 19:06
Kids See Ghosts,Kids See Ghosts,Reborn,31 Aug 2019 19:01
Travi$ Scott,Rodeo (Expanded Edition),Never Catch Me,31 Aug 2019 18:58
Future,Future Hndrxx Presents: The WIZRD,First Off (feat. Travis Scott),31 Aug 2019 18:54
Gunna,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),31 Aug 2019 18:51
J. Cole,MIDDLE CHILD,MIDDLE CHILD,31 Aug 2019 18:47
Travi$ Scott,Mamacita (Feat. Rich Homie Quan & Young Thug),Mamacita,31 Aug 2019 18:43
Playboi Carti,Playboi Carti,wokeuplikethis*,31 Aug 2019 18:39
Big Sean,Single Again,Single Again,31 Aug 2019 18:35
Future,Future Hndrxx Presents: The WIZRD,Crushed Up,31 Aug 2019 18:33
Young Thug,Slime Season 3,Digits,31 Aug 2019 18:30
Travis Scott,Birds In The Trap Sing McKnight,Goosebumps,31 Aug 2019 18:26
Frank Ocean,Blonde,Nights,31 Aug 2019 18:21
Tyler the Creator,IGOR,GONE GONE / THANK YOU,31 Aug 2019 18:14
2 Chainz,Pretty Girls Like Trap Music,It's A Vibe,31 Aug 2019 18:11
Travis Scott,ASTROWORLD,HOUSTONFORNICATION,31 Aug 2019 18:07
Young Thug,So Much Fun,I'm Scared (feat. 21 Savage & Doe Boy),31 Aug 2019 18:04
Kodak Black,Project Baby 2,Roll in Peace (feat. XXXTENTACION),31 Aug 2019 18:00
21 Savage,Without Warning,Ghostface Killers,31 Aug 2019 17:56
Travis Scott,Birds In The Trap Sing McKnight,Guidance,31 Aug 2019 17:52
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),31 Aug 2019 17:49
Kendrick Lamar,DAMN.,HUMBLE.,31 Aug 2019 17:46
Lil Uzi Vert,Sanguine Paradise,Sanguine Paradise,31 Aug 2019 17:42
Travis Scott,Birds In The Trap Sing McKnight,Sweet Sweet,31 Aug 2019 17:38
21 Savage,i am > i was,ball w/o you,31 Aug 2019 17:35
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Overdue (with Travis Scott),31 Aug 2019 17:32
A$AP Rocky,Sundress,Sundress,31 Aug 2019 17:30
Travis Scott,Rodeo (Expanded Edition),90210 (feat. Kacy Hill),31 Aug 2019 17:24
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),31 Aug 2019 17:21
Migos,Stripper Bowl,Stripper Bowl,31 Aug 2019 17:17
Tyler the Creator,Flower Boy,911 / Mr. Lonely,31 Aug 2019 17:13
Travis Scott,Rodeo (Expanded Edition),impossible,31 Aug 2019 17:09
Travis Scott,ASTROWORLD,COFFEE BEAN,31 Aug 2019 17:06
Travis Scott,ASTROWORLD,HOUSTONFORNICATION,31 Aug 2019 17:02
Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,31 Aug 2019 16:59
Travis Scott,ASTROWORLD,WHO? WHAT!,31 Aug 2019 16:56
Travis Scott,ASTROWORLD,CAN'T SAY,31 Aug 2019 16:53
Travis Scott,ASTROWORLD,YOSEMITE,31 Aug 2019 16:50
Travis Scott,ASTROWORLD,ASTROTHUNDER,31 Aug 2019 16:48
Travis Scott,ASTROWORLD,NC-17,31 Aug 2019 16:45
Travis Scott,ASTROWORLD,5% TINT,31 Aug 2019 09:17
Travis Scott,ASTROWORLD,WAKE UP,31 Aug 2019 09:13
Travis Scott,ASTROWORLD,SKELETONS,31 Aug 2019 09:11
Travis Scott,ASTROWORLD,NO BYSTANDERS,31 Aug 2019 09:07
Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,31 Aug 2019 09:02
Kanye West,Mercy,Mercy,
Travis Scott,ASTROWORLD,R.I.P. SCREW,31 Aug 2019 08:58
Travis Scott,ASTROWORLD,SICKO MODE,31 Aug 2019 08:53
Travis Scott,ASTROWORLD,CAROUSEL,31 Aug 2019 08:50
Travis Scott,ASTROWORLD,Stargazing,31 Aug 2019 08:46
Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),Watch (feat. Lil Uzi Vert & Kanye West),31 Aug 2019 02:09
Lil Uzi Vert,Lil Uzi Vert vs. The World,Canadian Goose,31 Aug 2019 02:05
Travis Scott,ASTROWORLD,WHO? WHAT!,31 Aug 2019 02:02
Meek Mill,Championships,Going Bad (feat. Drake),31 Aug 2019 01:59
Blueface,Bussdown,BUSSDOWN (FEAT. OFFSET),31 Aug 2019 01:56
Migos,Culture,Slippery (feat. Gucci Mane),31 Aug 2019 01:51
Young Thug,So Much Fun,Hot (feat. Gunna),31 Aug 2019 01:09
Young Thug,So Much Fun,Ecstasy (feat. Machine Gun Kelly),31 Aug 2019 01:06
Young Thug,So Much Fun,Sup Mate (feat. Future),31 Aug 2019 01:02
Young Thug,So Much Fun,Just How It Is,31 Aug 2019 00:58
Post Malone,circles,Circles,30 Aug 2019 21:13
Young Thug,So Much Fun,I Bought Her (feat. Lil Duke),30 Aug 2019 21:12
Young Thug,So Much Fun,What's The Move (feat. Lil Uzi Vert),30 Aug 2019 21:07
Young Thug,So Much Fun,Lil Baby,30 Aug 2019 21:04
Young Thug,So Much Fun,Bad Bad Bad (feat. Lil Baby),30 Aug 2019 21:02
Young Thug,So Much Fun,Surf (feat. Gunna),30 Aug 2019 20:59
Young Thug,So Much Fun,Light It Up,30 Aug 2019 20:55
Young Thug,So Much Fun,Hot (feat. Gunna),30 Aug 2019 20:52
Young Thug,So Much Fun,Ecstasy (feat. Machine Gun Kelly),30 Aug 2019 20:50
Young Thug,So Much Fun,Sup Mate (feat. Future),30 Aug 2019 20:46
Young Thug,So Much Fun,Just How It Is,30 Aug 2019 20:42
SKI MASK THE SLUMP GOD,Stokeley,Nuketown (feat. Juice WRLD),30 Aug 2019 19:56
YNW Melly,I Am You,Murder On My Mind,30 Aug 2019 19:51
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),30 Aug 2019 19:48
Yung Bans,Yung Bans Vol. 5,Ridin (feat. Landon Cube & YBN Nahmir),30 Aug 2019 19:45
Lil Tecca,Ransom,Ransom,30 Aug 2019 19:43
NAV,Bad Habits (Deluxe),Tap (feat. Meek Mill),30 Aug 2019 19:40
Lil Keed,Keed Talk To 'Em,Nameless,30 Aug 2019 19:37
Juice WRLD,Goodbye & Good Riddance,Armed and Dangerous,30 Aug 2019 19:34
Gunna,Drip or Drown 2,Who You Foolin,30 Aug 2019 19:32
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),30 Aug 2019 19:29
Lil Tecca,Did It Again,Did It Again,30 Aug 2019 19:27
YBN Cordae,Kung FU,Kung Fu,30 Aug 2019 19:24
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),30 Aug 2019 19:21
MADEINTYO,Sincerely Tokyo,Ned Flanders (feat. A$AP Ferg),30 Aug 2019 19:18
Trippie Redd,A Love Letter To You 3,Topanga,30 Aug 2019 19:15
Lil Tecca,Bossanova,Bossanova,30 Aug 2019 19:13
Roddy Ricch,Feed Tha Streets II,Every Season,30 Aug 2019 19:09
DaBaby,Blank Blank,Walker Texas Ranger,30 Aug 2019 19:06
YoungBoy Never Broke Again,REALER,Slime Belief,30 Aug 2019 19:03
smokepurpp,Deadstar,Audi.,30 Aug 2019 19:01
YNW Melly,223's (feat. 9lokknine),223's (feat. 9lokknine),30 Aug 2019 18:58
DaBaby,Baby On Baby,Baby Sitter (feat. Offset),30 Aug 2019 18:55
Playboi Carti,Playboi Carti,Magnolia,30 Aug 2019 18:52
Gunna,Drip Season 3 (Deluxe),Oh Okay (feat. Young Thug & Lil Baby),30 Aug 2019 18:49
Juice WRLD,Death Race For Love,Make Believe,30 Aug 2019 18:46
Roddy Ricch,Feed Tha Streets II,Die Young,30 Aug 2019 18:44
Playboi Carti,Playboi Carti,wokeuplikethis*,30 Aug 2019 18:40
88GLAM,88GLAM2,Lil Boat,30 Aug 2019 18:37
Trippie Redd,!,Lil Wayne,30 Aug 2019 18:35
Lil Uzi Vert,Lil Uzi Vert vs. The World,Money Longer,30 Aug 2019 18:32
Lil Tecca,Count Me Out,Count Me Out,30 Aug 2019 18:29
DaBaby,Baby On Baby,Suge,30 Aug 2019 18:26
Gunna,Drip or Drown 2,Same Yung Nigga (feat. Playboi Carti),30 Aug 2019 18:23
Playboi Carti,Die Lit,R.I.P.,30 Aug 2019 18:20
Lil Tecca,Love Me,Love Me,30 Aug 2019 18:18
Juice WRLD,Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert),30 Aug 2019 18:13
Trippie Redd,Life's a Trip,Taking A Walk,30 Aug 2019 18:11
DaBaby,Baby On Baby,Pony,30 Aug 2019 18:08
Gunna,Drip Season 3 (Deluxe),Top Off,30 Aug 2019 18:05
lil tjay,F.N,F.N,30 Aug 2019 18:01
Lil Tecca,My Time,My Time,30 Aug 2019 17:59
YBN Cordae,The Lost Boy,Lost & Found,30 Aug 2019 17:56
Lil Uzi Vert,New Patek,New Patek,30 Aug 2019 17:50
Trippie Redd,Life's a Trip,Shake It Up,30 Aug 2019 17:49
NAV,RECKLESS,Champion (feat. Travis Scott),30 Aug 2019 17:45
Lil Tecca,Molly Girl,Molly Girl,30 Aug 2019 17:43
lil tjay,Brothers,Brothers,30 Aug 2019 17:40
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),30 Aug 2019 17:37
A BOOGIE WIT DA HOODIE,Hoodie SZN,Swervin (feat. 6ix9ine),30 Aug 2019 17:34
YNW Melly,I Am You,Murder On My Mind,30 Aug 2019 17:29
Gunna,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),30 Aug 2019 17:26
Lil Tecca,Ransom,Ransom,30 Aug 2019 17:24
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),30 Aug 2019 17:22
Trippie Redd,Under Enemy Arms,Under Enemy Arms,30 Aug 2019 17:19
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),30 Aug 2019 17:16
Calboy,Wildboy,Chariot (feat. Meek Mill Lil Durk & Young Thug),30 Aug 2019 17:12
smokepurpp,Bless Yo Trap,Do Not Disturb (feat. Lil Yachty & Offset),30 Aug 2019 17:09
Lil Tecca,Bossanova,Bossanova,30 Aug 2019 17:07
DaBaby,Baby On Baby,Goin Baby,30 Aug 2019 17:05
Trippie Redd,A Love Letter To You 3,1400 / 999 Freestyle,30 Aug 2019 17:02
YBN Cordae,Have Mercy,Have Mercy,30 Aug 2019 16:59
NAV,Bad Habits (Deluxe),Tap (feat. Meek Mill),30 Aug 2019 16:56
Nebu Kiniza,Gassed Up,Gassed Up,30 Aug 2019 16:53
Gunna,Drip or Drown 2,Who You Foolin,30 Aug 2019 16:51
Lil Tecca,Count Me Out,Count Me Out,30 Aug 2019 16:48
YBN Cordae,The Lost Boy,Broke As Fuck,30 Aug 2019 16:44
Lil Mosey,Northsbest (Extended),Kamikaze,30 Aug 2019 16:42
Playboi Carti,Die Lit,FlatBed Freestyle,30 Aug 2019 16:39
DaBaby,Baby On Baby,Baby Sitter (feat. Offset),30 Aug 2019 16:36
Lil Tecca,Did It Again,Did It Again,30 Aug 2019 16:33
YNW Melly,223's (feat. 9lokknine),223's (feat. 9lokknine),30 Aug 2019 16:33
Kodak Black,DYING TO LIVE,ZEZE (feat. Travis Scott & Offset),30 Aug 2019 15:05
A BOOGIE WIT DA HOODIE,Artist,Jungle,30 Aug 2019 14:45
Lil Tecca,Did It Again,Did It Again,30 Aug 2019 05:15
Lil Tecca,We Love You Tecca,Ransom (with Juice WRLD) - Remix,30 Aug 2019 05:12
Lil Tecca,We Love You Tecca,Count Me Out,30 Aug 2019 05:09
Lil Tecca,We Love You Tecca,Senorita,30 Aug 2019 05:06
Lil Tecca,We Love You Tecca,The Score,30 Aug 2019 05:04
Lil Tecca,We Love You Tecca,Molly Girl,30 Aug 2019 05:02
Lil Tecca,We Love You Tecca,Love Me,30 Aug 2019 05:00
Lil Tecca,We Love You Tecca,DUI,30 Aug 2019 04:58
Lil Tecca,We Love You Tecca,Weatherman,30 Aug 2019 04:55
Lil Tecca,We Love You Tecca,Phenom,30 Aug 2019 04:52
Lil Tecca,We Love You Tecca,Amigo,30 Aug 2019 04:49
Lil Tecca,We Love You Tecca,Bossanova,30 Aug 2019 04:47
Lil Tecca,We Love You Tecca,Left Right,30 Aug 2019 04:45
Lil Tecca,We Love You Tecca,Out of Luck,30 Aug 2019 04:42
Lil Tecca,We Love You Tecca,Did It Again,30 Aug 2019 04:40
Lil Tecca,We Love You Tecca,Sidenote,30 Aug 2019 04:37
Lil Tecca,We Love You Tecca,Shots,30 Aug 2019 04:36
Lil Tecca,We Love You Tecca,Ransom,30 Aug 2019 04:34
Jay Som,Simple,Simple,30 Aug 2019 04:29
Pond,Tasmania,Daisy,30 Aug 2019 04:23
John Maus,Love Is Real,Do Your Best,30 Aug 2019 04:20
Ariel Pink,pom pom,Put Your Number in My Phone,30 Aug 2019 04:17
Beach Fossils,Clash The Truth,Sleep Apnea,30 Aug 2019 04:15
LCD Soundsystem,American Dream,Oh Baby,30 Aug 2019 04:09
Courtney Barnett,Sometimes I Sit and Think and Sometimes I Just Sit,Depreston,30 Aug 2019 04:04
Grizzly Bear,Veckatimest,Two Weeks,30 Aug 2019 04:00
Real Estate,In Mind,Darling,30 Aug 2019 03:55
Unknown Mortal Orchestra,Multi-Love,Necessary Evil,30 Aug 2019 03:50
Panda Bear,Panda Bear Meets the Grim Reaper,Boys Latin,30 Aug 2019 03:46
Beach House,7,Drunk in LA,30 Aug 2019 03:42
Comethazine,Walk (Remix),Walk (Remix),30 Aug 2019 03:39
Future,Save Me,XanaX Damage,30 Aug 2019 03:37
Young Thug,On The Rvn,Sin (feat. Jaden Smith),30 Aug 2019 03:34
Trippie Redd,!,Under Enemy Arms,30 Aug 2019 03:31
Gunna,Drip or Drown 2,3 Headed Snake (feat. Young Thug),30 Aug 2019 03:27
Beast Coast,Escape From New York,Coast/Clear (feat. Kirk Knight Nyck Caution & Issa Gold),30 Aug 2019 03:23
Don Toliver,Donny Womack,Diva,30 Aug 2019 03:20
Travis Scott,Rodeo (Expanded Edition),Maria I'm Drunk (feat. Justin Bieber & Young Thug),30 Aug 2019 03:14
Playboi Carti,Die Lit,Long Time - Intro,30 Aug 2019 03:10
Lil Baby,Street Gossip,Pure Cocaine,30 Aug 2019 03:08
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],30 Aug 2019 03:04
Don Toliver,No Idea,No Idea,30 Aug 2019 03:02
Playboi Carti,Playboi Carti,Location,30 Aug 2019 02:59
Travis Scott,ASTROWORLD,YOSEMITE,30 Aug 2019 02:56
NAV,Bad Habits (Deluxe),Tap (feat. Meek Mill),30 Aug 2019 02:54
ScHoolboy Q,CrasH Talk,Numb Numb Juice,30 Aug 2019 02:52
Young Thug,So Much Fun,The London (feat. J. Cole & Travis Scott),30 Aug 2019 02:49
Gunna,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),30 Aug 2019 02:46
Offset,FATHER OF 4,Red Room,30 Aug 2019 02:42
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),30 Aug 2019 02:39
Trippie Redd,!,Snake Skin,30 Aug 2019 02:36
Young Thug,So Much Fun,Hot (feat. Gunna),30 Aug 2019 02:33
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),10 Freaky Girls (with 21 Savage),30 Aug 2019 02:30
NAV,Bad Habits (Deluxe),Price On My Head (feat. The Weeknd),30 Aug 2019 02:26
Lil Uzi Vert,That's A Rack,That's A Rack,30 Aug 2019 02:22
Playboi Carti,Die Lit,FlatBed Freestyle,30 Aug 2019 02:19
Gunna,Drip or Drown 2,Who You Foolin,30 Aug 2019 02:16
Lil Yachty,Nuthin' 2 Prove,Get Dripped (feat. Playboi Carti),30 Aug 2019 02:14
Quavo,Quavo Huncho,FLIP THE SWITCH (feat. Drake),30 Aug 2019 02:11
Rich the Kid,The World is Yours 2,Splashin,30 Aug 2019 02:08
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),30 Aug 2019 02:05
Kodak Black,DYING TO LIVE,Calling My Spirit,30 Aug 2019 02:02
Young Thug,So Much Fun,Mannequin Challenge (feat. Juice WRLD),30 Aug 2019 01:59
Nipsey Hussle,Victory Lap,Double Up (feat. Belly and Dom Kennedy),30 Aug 2019 01:53
Denzel Curry,TA13OO,CLOUT COBAIN | CLOUT CO13A1N,30 Aug 2019 01:50
Playboi Carti,Die Lit,No Time (feat. Gunna),30 Aug 2019 01:46
ScHoolboy Q,CrasH Talk,Dangerous (feat. Kid Cudi),30 Aug 2019 01:43
Lil Uzi Vert,Sanguine Paradise,Sanguine Paradise,30 Aug 2019 01:39
Roddy Ricch,Feed Tha Streets II,Every Season,30 Aug 2019 01:36
Aminé,ONEPOINTFIVE,REEL IT IN,30 Aug 2019 01:34
YBN Cordae,The Lost Boy,Bad Idea (feat. Chance the Rapper),30 Aug 2019 01:30
Maxo Kream,Brandon Banks,Meet Again,30 Aug 2019 01:24
Young Thug,So Much Fun,Bad Bad Bad (feat. Lil Baby),30 Aug 2019 01:22
Huncho Jack,Houdini,Houdini,30 Aug 2019 01:20
Pi’erre Bourne,The Life Of Pi'erre 4,Poof,30 Aug 2019 01:17
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),30 Aug 2019 01:14
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Don't Come Out The House (with 21 Savage),30 Aug 2019 01:11
Gunna,Drip or Drown 2,Speed It Up,30 Aug 2019 01:08
Takeoff,The Last Rocket,Last Memory,30 Aug 2019 01:05
Dreamville,Revenge of the Dreamers III,Costa Rica (with Bas & JID feat. Guapdad 4000 Reese LAFLARE Jace Mez Smokepurpp Buddy & Ski Mask The Slump God),30 Aug 2019 01:02
MADEINTYO,Sincerely Tokyo,Ned Flanders (feat. A$AP Ferg),30 Aug 2019 00:59
Offset,FATHER OF 4,Legacy (feat. Travis Scott & 21 Savage),30 Aug 2019 00:55
ScHoolboy Q,CrasH Talk,Floating (feat. 21 Savage),30 Aug 2019 00:52
Gunna,Drip or Drown 2,3 Headed Snake (feat. Young Thug),30 Aug 2019 00:48
DaBaby,Baby On Baby,Baby Sitter (feat. Offset),30 Aug 2019 00:45
Don Toliver,No Idea,No Idea,30 Aug 2019 00:42
Lil Keed,Long Live Mexico,Pull Up (feat. Lil Uzi Vert & YNW Melly),30 Aug 2019 00:40
Mustard,Perfect Ten,Baguettes in the Face (feat. NAV Playboi Carti & A Boogie wit da Hoodie),30 Aug 2019 00:37
Comethazine,Walk (Remix),Walk (Remix),30 Aug 2019 00:34
Young Thug,On The Rvn,Climax (feat. 6lack),30 Aug 2019 00:31
ScHoolboy Q,CrasH Talk,Water (feat. Lil Baby),30 Aug 2019 00:28
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),20 Min,30 Aug 2019 00:24
21 Savage,i am > i was (Deluxe),out for the night - part 2,30 Aug 2019 00:20
Lil Baby,Out The Mud,Out The Mud,30 Aug 2019 00:18
Playboi Carti,Playboi Carti,wokeuplikethis*,30 Aug 2019 00:14
Gucci Mane,Delusions Of Grandeur,ICE (feat. Gunna & Lil Baby),30 Aug 2019 00:11
Travis Scott,ASTROWORLD,CAN'T SAY,30 Aug 2019 00:07
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),10 Freaky Girls (with 21 Savage),30 Aug 2019 00:04
Kodak Black,DYING TO LIVE,MoshPit (feat. Juice WRLD),30 Aug 2019 00:01
Young Thug,So Much Fun,The London (feat. J. Cole & Travis Scott),29 Aug 2019 23:58
Chase B,MAYDAY (feat. Sheck Wes & Young Thug),MAYDAY (feat. Sheck Wes & Young Thug),29 Aug 2019 23:55
Gunna,Drip or Drown 2,Who You Foolin,29 Aug 2019 23:52
Kanye West,Mercy,Mercy,
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),29 Aug 2019 23:50
Future,Save Me,XanaX Damage,29 Aug 2019 23:48
Takeoff,The Last Rocket,Casper,29 Aug 2019 23:45
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],29 Aug 2019 23:41
Lil Uzi Vert,That's A Rack,That's A Rack,29 Aug 2019 23:37
A BOOGIE WIT DA HOODIE,Hoodie SZN,Just Like Me (feat. Young Thug),29 Aug 2019 23:34
YG,Go Loko,Go Loko,29 Aug 2019 23:29
A BOOGIE WIT DA HOODIE,Hoodie SZN,Beasty,29 Aug 2019 23:26
Trippie Redd,Mac 10,Mac 10,29 Aug 2019 23:24
A BOOGIE WIT DA HOODIE,Hoodie SZN,Swervin (feat. 6ix9ine),29 Aug 2019 23:21
Young Thug,So Much Fun,Hot (feat. Gunna),29 Aug 2019 23:18
Lil Keed,Long Live Mexico,Pull Up (feat. Lil Uzi Vert & YNW Melly),29 Aug 2019 23:15
Young Nudy,SLI'MERRE,Dispatch (feat. DaBaby),29 Aug 2019 23:12
Lil Tecca,Ransom,Ransom,29 Aug 2019 23:10
Polo G,Die A Legend,Pop Out Again (feat. Lil Baby & Gunna),29 Aug 2019 23:06
GoldLink,U Say (feat. Tyler The Creator & Jay Prince),U Say (feat. Tyler The Creator & Jay Prince),29 Aug 2019 23:03
Lil Keed,Keed Talk To 'Em,Nameless,29 Aug 2019 22:59
King Von,Crazy Story,Crazy Story,29 Aug 2019 22:57
Tierra Whack,Unemployed,Unemployed,29 Aug 2019 22:54
Mustard,100 Bands (feat. Quavo 21 Savage YG & Meek Mill),100 Bands (feat. Quavo 21 Savage YG & Meek Mill),29 Aug 2019 22:51
Megan Thee Stallion,Fever,Cash Shit (feat. DaBaby),29 Aug 2019 22:48
Splurge,No Melody,Intro Part 2,29 Aug 2019 22:45
83 Babies,No Cap (feat. Rich The Kid),No Cap (feat. Rich The Kid),29 Aug 2019 22:41
Cheeno Ghee,Off Tha Strength,Off Tha Strength,29 Aug 2019 22:38
Trap Manny,Trap Seazon,Taliban,29 Aug 2019 22:36
Polo G,Pop Out (feat. Lil Tjay),Pop Out (feat. Lil Tjay),29 Aug 2019 22:33
Renni Rucci,Big Renni,Elevators,29 Aug 2019 22:31
88GLAM,88GLAM2,Purple Baguettes,29 Aug 2019 22:28
Mustard,Perfect Ten,Woah Woah (feat. Young Thug & Gunna),29 Aug 2019 22:24
Young Nudy,SlimeBall 3,Zone 6 (Remix) (feat. Future & 6LACK),29 Aug 2019 22:20
NAV,Bad Habits,Tap (feat. Meek Mill),29 Aug 2019 22:18
Calboy,Envy Me,Envy Me,29 Aug 2019 22:16
Teyana Taylor,How You Want It?,How You Want It?,29 Aug 2019 22:12
Fetty Wap,Birthday (feat. Monty),Birthday (feat. Monty),29 Aug 2019 22:09
Shordie Shordie,Captain Hook,Bitchuary,29 Aug 2019 22:01
Young Thug,So Much Fun,What's The Move (feat. Lil Uzi Vert),29 Aug 2019 21:57
Mustard,Pure Water (with Migos),Pure Water (with Migos),29 Aug 2019 21:54
Abby Jasmine,Relax,Relax,29 Aug 2019 21:50
88GLAM,88GLAM2,Lil Boat,29 Aug 2019 21:47
NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],Shotta Flow (feat. Blueface) [Remix],29 Aug 2019 21:44
Lil Keed,Long Live Mexico,Dragon (feat. Roddy Ricch),29 Aug 2019 21:40
Q Money,Ain't Shit Funny,Neat,29 Aug 2019 21:37
Young Nudy,Extendo (feat. Lil Uzi Vert),Extendo (feat. Lil Uzi Vert),29 Aug 2019 21:32
2 Chainz,Rap or Go to the League,High Top Versace (feat. Young Thug),29 Aug 2019 21:29
Guapdad 4000,Flossin,Flossin,29 Aug 2019 21:27
ScHoolboy Q,Numb Numb Juice,Numb Numb Juice,29 Aug 2019 21:25
NLE Choppa,Shotta Flow 2,Shotta flow 2,29 Aug 2019 21:23
Lil Keed,Keed Talk To 'Em,Balenciaga (feat. 21 Savage),29 Aug 2019 21:18
Quin NFN,Talkin' My Shit,Talkin' My Shit,29 Aug 2019 21:15
Luh Soldier,NAW FR,Spanky,29 Aug 2019 21:12
Quality Control,Intro,Intro,29 Aug 2019 21:09
Beast Coast,Escape From New York,Problemz (feat. Erick The Architect CJ Fly The Underachievers Zombie Juice & Nyck Caution),29 Aug 2019 21:05
2 Chainz,Rap or Go to the League,Whip (feat. Travis Scott),29 Aug 2019 21:01
Roddy Ricch,Out Tha Mud,Out Tha Mud,29 Aug 2019 21:01
Gunna,Drip or Drown 2,Baby Birkin,29 Aug 2019 20:09
Young Thug,Jeffery,Floyd Mayweather,29 Aug 2019 20:03
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],29 Aug 2019 20:00
Strick,risk=reward,100 Degrees (feat. Young Thug),29 Aug 2019 18:24
Young Thug,Barter 6,Halftime,29 Aug 2019 18:20
Young Thug,Slime Season 3,Digits,29 Aug 2019 18:16
Young Thug,Hear No Evil,Up (feat. Lil Uzi Vert),29 Aug 2019 18:11
Young Thug,Barter 6,Check,29 Aug 2019 18:07
Gunna,Drip or Drown 2,3 Headed Snake (feat. Young Thug),29 Aug 2019 18:01
Lil Uzi Vert,Luv Is Rage,Yamborghini Dream (Feat. Young Thug),29 Aug 2019 17:58
Lil Keed,Long Live Mexico,Million Dollar Mansion (feat. Young Thug),29 Aug 2019 17:54
Roddy Ricch,Out Tha Mud,Out Tha Mud,29 Aug 2019 17:50
Rick Ross,Port of Miami 2,Gold Roses (feat. Drake),29 Aug 2019 17:44
Wale,On Chill (feat. Jeremih),On Chill (feat. Jeremih),29 Aug 2019 17:40
MoneyBagg Yo,43va Heartless,4 Da Moment (Feat. City Girls),29 Aug 2019 17:38
Lil Bam,Hardhead,Rapper & Trapper,29 Aug 2019 17:36
Luh Kel,Wrong,Wrong,29 Aug 2019 17:36
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),10 Freaky Girls (with 21 Savage),29 Aug 2019 17:08
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),29 Aug 2019 17:05
